Values
683.0
710.0
714.0
663.0
668.0
690.0
644.0
655.0
652.0
661.0
700.0
657.0
709.0
699.0
684.0
724.0
752.0
719.0
754.0
770.0
708.0
753.0
762.0
716.0
745.0
776.0
709.0
782.0
759.0
777.0
769.0
795.0
783.0
832.0
621.0
592.0
628.0
611.0
657.0
564.0
545.0
598.0
624.0
652.0
627.0
731.0
620.0
654.0
683.0
667.0
713.0
1305.0
1281.0
1293.0
1296.0
1267.0
1272.0
1225.0
1203.0
1229.0
1245.0
1256.0
1304.0
1322.0
1325.0
1354.0
1418.0
1419.0
284.0
281.0
298.0
290.0
271.0
272.0
294.0
295.0
325.0
299.0
326.0
325.0
321.0
314.0
308.0
321.0
329.0
2149.0
2238.0
2308.0
2239.0
2188.0
2214.0
2155.0
2083.0
2192.0
2167.0
2322.0
2276.0
2333.0
2262.0
2302.0
2483.0
2367.0
1147.0
1120.0
1108.0
1127.0
1160.0
1047.0
1165.0
1022.0
1129.0
1128.0
1186.0
1178.0
1104.0
1197.0
1207.0
1158.0
1344.0
2648.0
2662.0
2633.0
2645.0
2639.0
2619.0
2468.0
2484.0
2578.0
2536.0
2501.0
2596.0
2692.0
2658.0
2630.0
2759.0
2768.0
3891.0
3724.0
3678.0
3801.0
3654.0
3693.0
3544.0
3568.0
3579.0
3548.0
3538.0
3525.0
3548.0
3596.0
3565.0
3637.0
3744.0
459.0
478.0
499.0
463.0
440.0
474.0
450.0
450.0
469.0
462.0
518.0
480.0
471.0
469.0
435.0
490.0
495.0
2620.0
2664.0
2724.0
2732.0
2690.0
2655.0
2678.0
2695.0
2698.0
2680.0
2747.0
2808.0
2890.0
2890.0
2964.0
3136.0
3091.0
1364.0
1378.0
1405.0
1476.0
1374.0
1398.0
1368.0
1354.0
1387.0
1378.0
1444.0
1414.0
1416.0
1527.0
1514.0
1552.0
1552.0
