Values
1037.0
1167.0
1000.0
1000.0
943.0
964.0
984.0
1020.0
1032.0
981.0
1103.0
1050.0
1092.0
1074.0
1114.0
1037.0
976.0
1121.0
1227.0
1057.0
943.0
840.0
909.0
951.0
981.0
1005.0
959.0
1108.0
1134.0
1113.0
1261.0
1203.0
1242.0
1239.0
861.0
931.0
723.0
759.0
733.0
836.0
777.0
896.0
838.0
919.0
965.0
958.0
1020.0
989.0
1036.0
1012.0
1013.0
1852.0
1982.0
1787.0
1691.0
1610.0
1634.0
1682.0
1770.0
1822.0
1805.0
2000.0
1926.0
1946.0
2147.0
2208.0
2037.0
2049.0
905.0
1000.0
937.0
936.0
913.0
910.0
867.0
844.0
930.0
935.0
911.0
945.0
945.0
976.0
1013.0
895.0
908.0
3638.0
3881.0
3699.0
3403.0
3457.0
3371.0
3524.0
3541.0
3660.0
3428.0
3658.0
3681.0
3801.0
3790.0
3996.0
3855.0
3747.0
2259.0
2501.0
2293.0
2102.0
2166.0
2246.0
2285.0
2239.0
2303.0
2151.0
2182.0
2230.0
2262.0
2239.0
2361.0
2393.0
2415.0
5811.0
5943.0
5280.0
5058.0
5126.0
5149.0
4928.0
5172.0
5130.0
4794.0
5199.0
5123.0
5053.0
5158.0
5520.0
5345.0
5188.0
7439.0
8171.0
7276.0
6774.0
6660.0
6858.0
6958.0
6747.0
6934.0
6597.0
6748.0
6948.0
7033.0
7176.0
7661.0
7530.0
7244.0
787.0
922.0
768.0
706.0
719.0
763.0
782.0
694.0
757.0
699.0
736.0
732.0
790.0
765.0
826.0
818.0
805.0
5089.0
5338.0
4595.0
4479.0
4494.0
4750.0
4623.0
4724.0
4563.0
4465.0
4637.0
4672.0
4932.0
4728.0
5102.0
4957.0
4717.0
2441.0
2651.0
2368.0
2352.0
2304.0
2364.0
2331.0
2306.0
2277.0
2106.0
2375.0
2221.0
2375.0
2346.0
2364.0
2204.0
2171.0
