Values
1054.0
1118.0
976.0
983.0
899.0
945.0
965.0
1014.0
1056.0
939.0
1087.0
1007.0
1047.0
1041.0
1093.0
1016.0
941.0
1069.0
1218.0
1013.0
935.0
836.0
900.0
938.0
953.0
1008.0
937.0
1105.0
1119.0
1093.0
1232.0
1195.0
1214.0
1204.0
846.0
929.0
714.0
743.0
722.0
797.0
757.0
854.0
778.0
882.0
919.0
931.0
978.0
980.0
1018.0
973.0
972.0
1812.0
1899.0
1720.0
1637.0
1545.0
1603.0
1597.0
1711.0
1743.0
1731.0
1918.0
1853.0
1888.0
2090.0
2127.0
1952.0
1987.0
893.0
945.0
931.0
897.0
853.0
854.0
837.0
823.0
899.0
917.0
871.0
914.0
904.0
948.0
996.0
893.0
894.0
3501.0
3770.0
3627.0
3279.0
3330.0
3290.0
3381.0
3406.0
3507.0
3307.0
3572.0
3568.0
3720.0
3753.0
3900.0
3743.0
3691.0
2213.0
2439.0
2328.0
2050.0
2161.0
2184.0
2257.0
2184.0
2231.0
2065.0
2076.0
2148.0
2215.0
2192.0
2289.0
2315.0
2302.0
5702.0
5858.0
5147.0
4980.0
5010.0
4991.0
4804.0
5116.0
4930.0
4646.0
5083.0
5002.0
4968.0
5009.0
5337.0
5232.0
5043.0
7352.0
8090.0
7151.0
6610.0
6504.0
6637.0
6707.0
6519.0
6689.0
6436.0
6648.0
6720.0
6787.0
6844.0
7322.0
7221.0
6893.0
751.0
900.0
773.0
703.0
703.0
745.0
759.0
701.0
752.0
701.0
729.0
719.0
771.0
754.0
823.0
771.0
801.0
4947.0
5200.0
4500.0
4317.0
4320.0
4566.0
4511.0
4563.0
4437.0
4319.0
4456.0
4538.0
4682.0
4576.0
4932.0
4812.0
4560.0
2403.0
2592.0
2293.0
2283.0
2191.0
2302.0
2215.0
2238.0
2200.0
2024.0
2282.0
2162.0
2306.0
2216.0
2316.0
2107.0
2120.0
